79502571.96,-57.06444505
79503571.96,-56.66715073
79504571.96,-57.86608411
79505571.96,-57.31490598
79506571.96,-58.00510844
79507571.96,-57.25590173
79508571.96,-57.74177237
79509571.96,-56.8737408
79510571.96,-58.02077256
79511571.96,-57.60104555
79512571.96,-58.29979579
79513571.96,-57.56065658
79514571.96,-58.12858418
79515571.96,-58.58177023
79516571.96,-57.56795976
79517571.96,-58.11068001
79518571.96,-56.93065537
79519571.96,-57.8406307
79520571.96,-57.66345097
79521571.96,-58.30752554
79522571.96,-58.52263429
79523571.96,-58.66910985
79524571.96,-58.70636777
79525571.96,-58.21250752
79526571.96,-58.92427643
79527571.96,-59.57870314
79528571.96,-58.75860705
79529571.96,-57.72384695
79530571.96,-58.56091756
79531571.96,-56.86972072
79532571.96,-58.56592972
79533571.96,-58.56622009
79534571.96,-57.40473201
79535571.96,-57.27366216
79536571.96,-56.34643549
79537571.96,-56.71602236
79538571.96,-56.57763621
79539571.96,-57.38791363
79540571.96,-56.39449634
79541571.96,-57.37927729
79542571.96,-56.81825145
79543571.96,-55.99684082
79544571.96,-55.7352892
79545571.96,-55.50424574
79546571.96,-56.47746821
79547571.96,-56.8649268
79548571.96,-55.75264753
79549571.96,-55.50685428
79550571.96,-55.71768689
79551571.96,-56.3183312
79552571.96,-56.47005768
79553571.96,-56.19404105
79554571.96,-55.00806096
79555571.96,-55.5429802
79556571.96,-56.44168963
79557571.96,-56.9956504
79558571.96,-56.85645391
79559571.96,-56.47336275
79560571.96,-56.03082875
79561571.96,-55.85334216
79562571.96,-55.52975691
79563571.96,-55.56537413
79564571.96,-56.53978821
79565571.96,-56.82988567
79566571.96,-57.77838603
79567571.96,-56.61642522
79568571.96,-57.50999546
79569571.96,-57.81581415
79570571.96,-56.60516144
79571571.96,-56.92258518
79572571.96,-56.39269708
79573571.96,-56.89849783
79574571.96,-56.87983946
79575571.96,-56.33417733
79576571.96,-57.29930376
79577571.96,-56.50096184
79578571.96,-55.83764234
79579571.96,-57.210093
79580571.96,-56.55826679
79581571.96,-56.32136056
79582571.96,-55.42714681
79583571.96,-54.3441843
79584571.96,-55.53558957
79585571.96,-54.72171508
79586571.96,-55.09825645
79587571.96,-54.92428874
79588571.96,-54.49470099
79589571.96,-55.07341565
79590571.96,-54.15484677
79591571.96,-55.46964392
79592571.96,-55.01559291
79593571.96,-55.12216099
79594571.96,-55.65267741
79595571.96,-54.98689283
79596571.96,-54.2194229
79597571.96,-55.66260611
79598571.96,-55.68432409
79599571.96,-54.15858559
79600571.96,-55.27152726
79601571.96,-54.90854618
79602571.96,-54.85078114
79603571.96,-54.66445269
79604571.96,-55.22635877
79605571.96,-55.16190405
79606571.96,-55.29984607
79607571.96,-54.70621454
79608571.96,-56.15037458
79609571.96,-56.12590017
79610571.96,-55.82903978
79611571.96,-54.89313091
79612571.96,-55.01810997
79613571.96,-55.33650101
79614571.96,-55.08701903
79615571.96,-55.36968462
79616571.96,-55.83346065
79617571.96,-56.33908405
79618571.96,-56.59651341
79619571.96,-55.6326255
79620571.96,-56.33185066
79621571.96,-55.60944014
79622571.96,-55.75600927
79623571.96,-55.76689149
79624571.96,-54.69712959
79625571.96,-55.87089926
79626571.96,-55.81341633
79627571.96,-54.95441339
79628571.96,-55.19517655
79629571.96,-55.04160003
79630571.96,-54.51609722
79631571.96,-54.05108159
79632571.96,-53.91763248
79633571.96,-54.09710869
79634571.96,-53.99303445
79635571.96,-53.73893994
79636571.96,-53.87121753
79637571.96,-53.82244379
79638571.96,-53.43688736
79639571.96,-53.55194502
79640571.96,-53.6338789
79641571.96,-52.94576296
79642571.96,-52.52206728
79643571.96,-53.97301051
79644571.96,-53.29137556
79645571.96,-52.89544551
79646571.96,-52.96775749
79647571.96,-53.27174312
79648571.96,-53.42988179
79649571.96,-53.84399317
79650571.96,-53.62553043
79651571.96,-53.7678797
79652571.96,-53.99639099
79653571.96,-54.90100233
79654571.96,-53.3033134
79655571.96,-53.89842479
79656571.96,-54.77597815
79657571.96,-54.33879976
79658571.96,-54.07037224
79659571.96,-54.74257643
79660571.96,-55.59157396
79661571.96,-54.70344196
79662571.96,-54.87780983
79663571.96,-54.38593864
79664571.96,-54.64273711
79665571.96,-54.81192646
79666571.96,-54.17644884
79667571.96,-55.1037824
79668571.96,-54.40245827
79669571.96,-54.75646402
79670571.96,-54.09208965
79671571.96,-53.76931056
79672571.96,-54.10855508
79673571.96,-53.55228505
79674571.96,-53.69901612
79675571.96,-54.34509189
79676571.96,-53.58857535
79677571.96,-52.91844884
79678571.96,-54.07823494
79679571.96,-52.75823804
79680571.96,-54.41757555
79681571.96,-53.18458416
79682571.96,-53.26100152
79683571.96,-53.2481675
79684571.96,-52.43540796
79685571.96,-51.76322487
79686571.96,-52.52327136
79687571.96,-51.70258193
79688571.96,-52.70594698
79689571.96,-52.30793265
79690571.96,-51.89075636
79691571.96,-52.51389316
79692571.96,-52.2383793
79693571.96,-52.24645545
79694571.96,-52.51651439
79695571.96,-52.12436262
79696571.96,-52.47650872
79697571.96,-52.61440262
79698571.96,-52.83955382
79699571.96,-52.77495001
79700571.96,-53.18438393
79701571.96,-52.08166946
79702571.96,-52.74054183
79703571.96,-52.59545714
79704571.96,-52.45568084
79705571.96,-52.75265626
79706571.96,-52.30608693
79707571.96,-52.72548514
79708571.96,-52.18169911
79709571.96,-53.2965706
79710571.96,-52.79225463
79711571.96,-53.77857122
79712571.96,-53.86625817
79713571.96,-54.47361647
79714571.96,-52.53241243
79715571.96,-53.48875318
79716571.96,-53.15657813
79717571.96,-52.75948109
79718571.96,-53.01225358
79719571.96,-53.21222956
79720571.96,-53.56737209
79721571.96,-52.31322018
79722571.96,-52.58083658
79723571.96,-51.6698994
79724571.96,-53.14842126
79725571.96,-52.76170274
79726571.96,-51.26723262
79727571.96,-51.04052569
79728571.96,-50.36571384
79729571.96,-51.04940639
79730571.96,-50.98535491
79731571.96,-51.24899297
79732571.96,-51.59772567
79733571.96,-50.38643618
79734571.96,-50.25049243
79735571.96,-50.85527655
79736571.96,-50.40816642
79737571.96,-50.6027909
79738571.96,-49.93750451
79739571.96,-49.53106864
79740571.96,-50.26774858
79741571.96,-50.95655378
79742571.96,-50.22771284
79743571.96,-51.4891296
79744571.96,-50.70597697
79745571.96,-50.62271373
79746571.96,-49.97370627
79747571.96,-50.83960273
79748571.96,-50.23202817
79749571.96,-51.12648121
79750571.96,-49.96256301
79751571.96,-50.97814888
79752571.96,-51.28767639
79753571.96,-50.54219276
79754571.96,-51.57507884
79755571.96,-50.96883534
79756571.96,-50.80874291
79757571.96,-50.74446694
79758571.96,-50.85240283
79759571.96,-51.76926206
79760571.96,-51.10874869
79761571.96,-51.58180236
79762571.96,-52.26215624
79763571.96,-51.96935363
79764571.96,-52.26988327
79765571.96,-51.3258245
79766571.96,-50.57899213
79767571.96,-50.57871636
79768571.96,-50.97270508
79769571.96,-50.79556137
79770571.96,-50.19549319
79771571.96,-50.32729672
79772571.96,-50.11463753
79773571.96,-50.38656161
79774571.96,-48.89110197
79775571.96,-49.15061321
79776571.96,-49.85774235
79777571.96,-49.05869279
79778571.96,-49.54654762
79779571.96,-48.8444034
79780571.96,-47.83128788
79781571.96,-49.16705188
79782571.96,-49.03931033
79783571.96,-48.07261821
79784571.96,-48.51918841
79785571.96,-48.83015514
79786571.96,-48.53745716
79787571.96,-48.35858651
79788571.96,-48.45750526
79789571.96,-48.0946895
79790571.96,-47.56710542
79791571.96,-49.56918027
79792571.96,-47.41730537
79793571.96,-48.8242461
79794571.96,-48.16301597
79795571.96,-47.9018033
79796571.96,-48.4699564
79797571.96,-48.02649921
79798571.96,-47.40867143
79799571.96,-48.28011254
79800571.96,-48.10871121
79801571.96,-48.77198167
79802571.96,-48.3064889
79803571.96,-48.47117017
79804571.96,-48.72673918
79805571.96,-49.52458018
79806571.96,-48.21525909
79807571.96,-49.16989764
79808571.96,-47.32965741
79809571.96,-48.29095731
79810571.96,-47.98188121
79811571.96,-48.43874168
79812571.96,-48.7458586
79813571.96,-47.81529052
79814571.96,-47.40616661
79815571.96,-48.05683288
79816571.96,-47.18919709
79817571.96,-48.17214037
79818571.96,-47.96293913
79819571.96,-47.79050582
79820571.96,-47.62836769
79821571.96,-47.39663203
79822571.96,-46.96803761
79823571.96,-46.9912773
79824571.96,-46.60129351
79825571.96,-46.61570961
79826571.96,-46.15576042
79827571.96,-46.54642486
79828571.96,-45.64736732
79829571.96,-46.19774336
79830571.96,-46.12063576
79831571.96,-45.5260066
79832571.96,-46.86142718
79833571.96,-45.52691959
79834571.96,-45.45049892
79835571.96,-46.40719243
79836571.96,-46.19123513
79837571.96,-45.48283584
79838571.96,-45.16496736
79839571.96,-45.60954244
79840571.96,-44.57364012
79841571.96,-46.65648706
79842571.96,-44.94213408
79843571.96,-45.21214445
79844571.96,-45.40403216
79845571.96,-46.28555324
79846571.96,-46.3333863
79847571.96,-45.76196714
79848571.96,-44.72225379
79849571.96,-45.67344537
79850571.96,-45.33702623
79851571.96,-46.2091251
79852571.96,-47.06789367
79853571.96,-47.10288752
79854571.96,-46.58343559
79855571.96,-46.49910585
79856571.96,-45.96996528
79857571.96,-45.51914285
79858571.96,-44.85364642
79859571.96,-45.97992808
79860571.96,-46.13189831
79861571.96,-45.95809651
79862571.96,-45.49125143
79863571.96,-46.39459734
79864571.96,-44.28327976
79865571.96,-44.81249779
79866571.96,-45.81354962
79867571.96,-43.28186295
79868571.96,-43.06581647
79869571.96,-44.03890031
79870571.96,-43.24913425
79871571.96,-43.67928151
79872571.96,-43.05587159
79873571.96,-43.46758207
79874571.96,-43.31346355
79875571.96,-42.60123231
79876571.96,-42.16459207
79877571.96,-42.73371732
79878571.96,-41.90206901
79879571.96,-42.41880203
79880571.96,-42.67771929
79881571.96,-42.13876332
79882571.96,-43.15595042
79883571.96,-42.21546125
79884571.96,-41.9937809
79885571.96,-42.03565961
79886571.96,-42.22151118
79887571.96,-42.69756269
79888571.96,-41.5245434
79889571.96,-41.91670377
79890571.96,-42.69432721
79891571.96,-40.67300668
79892571.96,-41.54298661
79893571.96,-42.55932203
79894571.96,-41.95506412
79895571.96,-42.10046075
79896571.96,-41.80007232
79897571.96,-41.28291746
79898571.96,-41.07787951
79899571.96,-41.26456939
79900571.96,-41.20397041
79901571.96,-41.66567971
79902571.96,-41.05929013
79903571.96,-41.58203891
79904571.96,-40.20419045
79905571.96,-41.28080533
79906571.96,-40.98081904
79907571.96,-40.34464687
79908571.96,-40.99107543
79909571.96,-39.76227772
79910571.96,-40.24126041
79911571.96,-40.12146629
79912571.96,-40.16379678
79913571.96,-39.5505089
79914571.96,-39.93813121
79915571.96,-40.13901826
79916571.96,-39.29728024
79917571.96,-39.44723418
79918571.96,-38.79580523
79919571.96,-38.77348731
79920571.96,-38.40286875
79921571.96,-38.33786728
79922571.96,-37.77097356
79923571.96,-37.49068429
79924571.96,-37.31828322
79925571.96,-37.39598533
79926571.96,-38.30628975
79927571.96,-37.96214669
79928571.96,-37.08246533
79929571.96,-37.15809516
79930571.96,-37.57998984
79931571.96,-37.89801604
79932571.96,-38.59824594
79933571.96,-37.93484357
79934571.96,-37.7442274
79935571.96,-35.81056563
79936571.96,-36.36950971
79937571.96,-37.07386725
79938571.96,-36.5622131
79939571.96,-37.14593637
79940571.96,-37.48773114
79941571.96,-37.63666607
79942571.96,-36.43388339
79943571.96,-36.93479534
79944571.96,-36.02079834
79945571.96,-36.63546816
79946571.96,-36.77703482
79947571.96,-35.60432539
79948571.96,-36.61316248
79949571.96,-36.57340386
79950571.96,-36.6503917
79951571.96,-36.02784314
79952571.96,-35.82066527
79953571.96,-35.21745145
79954571.96,-35.88547241
79955571.96,-35.7253372
79956571.96,-35.21845769
79957571.96,-35.97095598
79958571.96,-34.92034141
79959571.96,-35.16001702
79960571.96,-34.29985522
79961571.96,-35.20719361
79962571.96,-33.83840527
79963571.96,-33.74924977
79964571.96,-33.55033556
79965571.96,-33.7793971
79966571.96,-33.62418578
79967571.96,-32.79221473
79968571.96,-32.92166088
79969571.96,-32.57310786
79970571.96,-32.54348549
79971571.96,-33.24871456
79972571.96,-32.31572588
79973571.96,-32.65110507
79974571.96,-31.93884974
79975571.96,-32.26033275
79976571.96,-31.17842466
79977571.96,-32.10633496
79978571.96,-31.76691214
79979571.96,-31.3327152
79980571.96,-31.70397175
79981571.96,-31.63827423
79982571.96,-30.8771812
79983571.96,-30.33570508
79984571.96,-30.56402359
79985571.96,-30.67594745
79986571.96,-30.17214637
79987571.96,-30.0450613
79988571.96,-29.92840956
79989571.96,-28.74793921
79990571.96,-29.35957871
79991571.96,-28.96720424
79992571.96,-28.67031487
79993571.96,-28.14385809
79994571.96,-27.08910123
79995571.96,-25.28444763
79996571.96,-25.845191
79997571.96,-24.48095993
79998571.96,-23.32780019
79999571.96,-23.55223112
80000571.96,-23.54101062
80001571.96,-24.24428751
80002571.96,-24.20006976
80003571.96,-25.433905
80004571.96,-26.46480627
80005571.96,-27.51447206
80006571.96,-27.43958998
80007571.96,-27.90930872
80008571.96,-28.57249569
80009571.96,-28.58549643
80010571.96,-28.73740283
80011571.96,-28.86748835
80012571.96,-30.31337065
80013571.96,-30.34240685
80014571.96,-30.67561833
80015571.96,-30.69315825
80016571.96,-29.73408411
80017571.96,-30.54781022
80018571.96,-31.17207982
