Trace
Swept SA
A.02.06,N9010A
79743800,-64.1907071619316
79744400,-64.6926539680006
79745000,-64.552036913974
79745600,-65.4357674732421
79746200,-65.5127814488091
79746800,-65.4625178107972
79747400,-65.1444812025964
79748000,-65.7143294716199
79748600,-65.8382007705287
79749200,-66.3199197219394
79749800,-67.1284689462026
79750400,-66.2777664838117
79751000,-66.7810326664334
79751600,-66.9167310308019
79752200,-67.5694782113082
79752800,-67.3677702205424
79753400,-68.8650096345025
79754000,-68.5202320405093
79754600,-69.3138992016919
79755200,-69.7313274105295
79755800,-69.981044404068
79756400,-70.8129136891768
79757000,-70.5771854847076
79757600,-71.5387711127026
79758200,-72.1037721137384
79758800,-72.0389893956748
79759400,-72.2334654490116
79760000,-72.2529910070859
79760600,-72.8200272744159
79761200,-72.9308053210682
79761800,-72.3346660829789
79762400,-73.249811669573
79763000,-72.632196685585
79763600,-72.4345983616771
79764200,-72.1635601187409
79764800,-71.8982407078357
79765400,-71.095406243525
79766000,-71.0602173560495
79766600,-70.5581577074847
79767200,-69.7887283480421
79767800,-69.9382513092374
79768400,-69.1056274581026
79769000,-68.993749953317
79769600,-68.0538746725423
79770200,-67.0831732587199
79770800,-67.1311022735868
79771400,-66.1444961752551
79772000,-66.6440758280469
79772600,-66.2460981399114
79773200,-65.5968718387725
79773800,-65.1904798660006
79774400,-64.8065283418633
79775000,-64.4155005328699
79775600,-64.6313300173641
79776200,-64.2129691299839
79776800,-63.9455087503704
79777400,-63.8980555267243
79778000,-63.2630149827922
79778600,-63.3643995335839
79779200,-63.3321704930369
79779800,-63.2779950000706
79780400,-62.7626289293893
79781000,-62.8332526225302
79781600,-63.2231497093206
79782200,-62.4709829582623
79782800,-62.9703489100958
79783400,-62.9190367866266
79784000,-62.8411535921429
79784600,-62.9294042996738
79785200,-62.2707685170259
79785800,-62.5789800453546
79786400,-62.0784409785783
79787000,-62.6382182109147
79787600,-62.348779364498
79788200,-62.4226505647119
79788800,-62.5101516858363
79789400,-62.295097933698
79790000,-62.625082984116
79790600,-62.4554774210647
79791200,-62.5258399528252
79791800,-62.6032363695592
79792400,-63.5943371750724
79793000,-63.0641782515996
79793600,-62.6360981875003
79794200,-63.5634152515208
79794800,-63.3345685777782
79795400,-64.2045164504613
79796000,-64.1935523457128
79796600,-64.2095627580148
79797200,-63.9124365965998
79797800,-64.45592170535
79798400,-65.0206119658129
79799000,-65.3973019100697
79799600,-66.241623578898
79800200,-65.1938090105735
79800800,-65.6913595032976
79801400,-66.2275726133135
79802000,-67.0251529510243
79802600,-67.3548746853829
79803200,-67.2873094439942
79803800,-68.521191658178
79804400,-67.7901686975041
79805000,-69.0563328335301
79805600,-69.0749318013033
79806200,-69.5685634773962
79806800,-69.8431646588203
79807400,-71.2405580826186
79808000,-71.7103917476415
79808600,-70.3030385526234
79809200,-70.6170740484794
79809800,-71.2686666552404
79810400,-71.1745900595751
79811000,-70.1015866030599
79811600,-70.4784082593738
79812200,-70.0635362405367
79812800,-69.5476828999398
79813400,-69.002111968578
79814000,-69.3486737538472
79814600,-67.3807689028934
79815200,-67.5554706189725
79815800,-67.1537115498577
79816400,-66.6776085171139
79817000,-65.8202880403417
79817600,-64.793875047574
79818200,-65.5242458204957
79818800,-64.3252255817224
79819400,-64.5265423543072
79820000,-63.5065617470525
79820600,-62.9548916954203
79821200,-63.7585983482808
79821800,-62.7741234081756
79822400,-63.0645155086295
79823000,-61.8711447053955
79823600,-61.867010862692
79824200,-62.1722634200681
79824800,-62.0825402514672
79825400,-61.9140802841491
79826000,-61.1469177218177
79826600,-61.4713689453527
79827200,-61.4232515171502
79827800,-60.7776055297603
79828400,-60.4302377827284
79829000,-61.3077421213957
79829600,-60.2139563104638
79830200,-60.2032349892038
79830800,-60.361714285807
79831400,-60.4885305700029
79832000,-59.7915998960525
79832600,-60.2014117533265
79833200,-60.3198318004727
79833800,-60.1386777981157
79834400,-60.0386674727642
79835000,-60.0558090118014
79835600,-60.0734632360468
79836200,-59.726142143794
79836800,-59.6977934001515
79837400,-59.6578834743221
79838000,-60.5220611372888
79838600,-60.4014213869675
79839200,-60.0789443006964
79839800,-60.5227880180583
79840400,-60.3403703933719
79841000,-60.4102261938163
79841600,-61.0909569395218
79842200,-60.9467140386402
79842800,-60.8864903363016
79843400,-61.1106598100689
79844000,-61.6290222486603
79844600,-61.6206959144937
79845200,-61.6695051868313
79845800,-61.8332190552692
79846400,-62.6374252758543
79847000,-62.8554622521407
79847600,-63.0037660226915
79848200,-63.2155030099443
79848800,-63.2501882566556
79849400,-64.3717422675408
79850000,-64.624879261432
79850600,-65.0744036816896
79851200,-65.6283908120676
79851800,-66.8182719147199
79852400,-65.8827027039899
79853000,-67.1712091889019
79853600,-66.6860268900709
79854200,-67.5274033314461
79854800,-67.7734984017151
79855400,-68.1790537370379
79856000,-68.5949248801716
79856600,-68.4608885662715
79857200,-68.518753475601
79857800,-68.6470012185744
79858400,-67.9917258390846
79859000,-67.6749199493946
79859600,-67.4567746063229
79860200,-66.4738089979549
79860800,-66.7402622913554
79861400,-65.4330729825621
79862000,-65.2279697382942
79862600,-63.8306855505953
79863200,-64.2660752048412
79863800,-64.173832686965
79864400,-63.1770261422952
79865000,-63.4197291798287
79865600,-62.00194731416
79866200,-61.972082841274
79866800,-60.8718577396264
79867400,-60.8174814315273
79868000,-60.8516579908351
79868600,-60.1289568439759
79869200,-60.2163824380014
79869800,-60.0475911029448
79870400,-59.7290049007383
79871000,-58.9236323729721
79871600,-59.569397278799
79872200,-58.4657704884679
79872800,-58.6880176873737
79873400,-58.4093522374543
79874000,-58.4446719132332
79874600,-58.5868891003967
79875200,-58.0848213023539
79875800,-57.6879839221195
79876400,-57.3060311549761
79877000,-57.4088669190723
79877600,-57.4372603848645
79878200,-57.481734759054
79878800,-57.4961937941464
79879400,-56.9509438495022
79880000,-56.9445057391762
79880600,-56.9585373866372
79881200,-57.1699387260951
79881800,-56.9959545880551
79882400,-56.8760443278719
79883000,-57.3399145522654
79883600,-56.8738602669749
79884200,-56.6424445643242
79884800,-56.6050444009126
79885400,-56.8662422146946
79886000,-56.6474513905999
79886600,-56.9387892212278
79887200,-57.1682063654374
79887800,-57.7798150891804
79888400,-57.6409089317143
79889000,-57.5636293168159
79889600,-58.0844970653268
79890200,-57.6848877677708
79890800,-57.413151271989
79891400,-58.1818622634557
79892000,-58.1105005459917
79892600,-58.8032754040617
79893200,-58.8245022912788
79893800,-59.0466484927705
79894400,-59.7894585982523
79895000,-59.1527666556301
79895600,-59.940018924384
79896200,-60.8731237152034
79896800,-60.3907742894699
79897400,-61.1968228565951
79898000,-61.3926712069458
79898600,-61.8916188506836
79899200,-62.9164096807406
79899800,-62.7856337681251
79900400,-63.0865323548394
79901000,-62.5732364085828
79901600,-63.6713447846284
79902200,-63.7040165301243
79902800,-64.8419842209505
79903400,-64.5526253642779
79904000,-64.5123779502735
79904600,-64.4478739721413
79905200,-64.4626959262322
79905800,-64.4004805019
79906400,-63.7481232807538
79907000,-62.8781974405212
79907600,-62.8670136707815
79908200,-62.1282650482665
79908800,-61.573358732534
79909400,-60.9866468278061
79910000,-60.4099017920603
79910600,-60.8591149095726
79911200,-59.8055361826558
79911800,-59.1689964645154
79912400,-58.4480910382529
79913000,-58.2800213075981
79913600,-57.6906816145548
79914200,-57.6166216775405
79914800,-56.9511603829958
79915400,-56.2528194127982
79916000,-56.839636038178
79916600,-56.1089630444253
79917200,-55.572647746693
79917800,-55.3117686617191
79918400,-54.636581950107
79919000,-54.24857526628
79919600,-54.6585755429382
79920200,-54.3389108871152
79920800,-54.1330631123251
79921400,-53.7188665255902
79922000,-53.3747060693515
79922600,-53.1793130161675
79923200,-52.8361978171475
79923800,-53.2329514165155
79924400,-52.7470366513123
79925000,-52.4876322208354
79925600,-52.7424002674214
79926200,-52.1184527655768
79926800,-52.6188008610171
79927400,-52.4823728294668
79928000,-52.0860899364655
79928600,-52.237360347287
79929200,-52.528013830045
79929800,-51.0725569034308
79930400,-51.1812730284713
79931000,-52.3821765129973
79931600,-52.2139773703089
79932200,-52.3415882389669
79932800,-52.1072512516847
79933400,-52.2396010311364
79934000,-51.4312832164751
79934600,-51.6018114091859
79935200,-51.9851249284375
79935800,-52.1465042958605
79936400,-52.3856271014679
79937000,-52.3135081226459
79937600,-52.7547524972378
79938200,-52.5074583527825
79938800,-53.019432099798
79939400,-53.3694704287547
79940000,-53.2848174929844
79940600,-53.1151254593969
79941200,-53.6692142123951
79941800,-53.8040163925325
79942400,-53.7089474635117
79943000,-54.4430727555033
79943600,-54.7825330639075
79944200,-54.5380078411823
79944800,-55.3866662449407
79945400,-55.471054479522
79946000,-55.6272902873393
79946600,-55.208029779381
79947200,-56.7335026790881
79947800,-56.6951946989411
79948400,-58.2188813955697
79949000,-57.037085683913
79949600,-57.728623544265
79950200,-57.4410140645873
79950800,-58.4342479231493
79951400,-57.6306914387798
79952000,-57.4950770694631
79952600,-56.987126890967
79953200,-56.0908998083653
79953800,-56.4155699335183
79954400,-55.2459774807791
79955000,-54.5319384508087
79955600,-55.4564287796785
79956200,-53.6535016089399
79956800,-53.0194986270649
79957400,-52.3472579259279
79958000,-52.3771726547994
79958600,-51.3320226770892
79959200,-51.1280760040402
79959800,-51.0846219935202
79960400,-49.9279538458058
79961000,-49.1313077535355
79961600,-49.9998420880315
79962200,-48.9775392652015
79962800,-48.0826307703852
79963400,-47.0123750218123
79964000,-47.2384954867382
79964600,-46.9754015268469
79965200,-46.2695105987152
79965800,-45.9595766676398
79966400,-46.3377145407371
79967000,-45.4904134972678
79967600,-44.2331745381821
79968200,-45.2775384130143
79968800,-44.2894007940738
79969400,-44.1648479567466
79970000,-43.1714379217849
79970600,-43.1291093186453
79971200,-42.8622138116143
79971800,-42.9932324362777
79972400,-42.265761465808
79973000,-42.3561964438924
79973600,-41.9044740360659
79974200,-40.8418936671862
79974800,-40.0956353165996
79975400,-39.2551438584807
79976000,-39.7586234430501
79976600,-40.2554986935178
79977200,-39.6458945862271
79977800,-38.5298855676562
79978400,-37.0009199968802
79979000,-37.9993093334317
79979600,-36.1979318049743
79980200,-36.5494637158234
79980800,-36.1730837212615
79981400,-35.42529136885
79982000,-35.4576471198513
79982600,-34.8373377730339
79983200,-34.9296294609205
79983800,-34.0464878378115
79984400,-33.036553012968
79985000,-33.1307784339362
79985600,-33.1771997054579
79986200,-32.0826607078366
79986800,-30.9365760131937
79987400,-31.0526938152312
79988000,-29.9976383202145
79988600,-29.0840486459243
79989200,-29.0543718395981
79989800,-27.8902844506665
79990400,-27.4385789593098
79991000,-26.1998575568227
79991600,-25.5332047351943
79992200,-22.7566317225478
79992800,-24.6752698438226
79993400,-21.854012589288
79994000,-22.4034795531349
79994600,-20.3491732340761
79995200,-20.8150922306622
79995800,-19.5638475595791
79996400,-17.5721508770468
79997000,-17.8450140117091
79997600,-17.2351366179004
79998200,-16.5560009365522
79998800,-15.8992104997923
79999400,-15.8730698406241
80000000,-15.8444242083696
80000600,-16.270463625933
80001200,-16.3725825058098
80001800,-17.2157041212569
80002400,-16.3912552392009
80003000,-17.9759852281862
80003600,-18.1000646311723
80004200,-19.1435059247691
80004800,-20.3476517208525
80005400,-20.1708326188368
80006000,-21.7871971931819
80006600,-21.764621959186
80007200,-24.1695165752651
80007800,-24.9186641866133
80008400,-24.9407533652103
80009000,-27.2891520597205
80009600,-28.572405448644
80010200,-29.8577895071381
80010800,-28.9470980026373
80011400,-30.4409695913346
80012000,-30.1920025948828
80012600,-30.2330624330658
80013200,-32.3214965085027
80013800,-31.026798484418
80014400,-32.4605587403982
80015000,-32.259033849112
80015600,-34.308752706315
80016200,-33.8533266424885
80016800,-35.0239495345613
80017400,-35.0224982096087
80018000,-35.4227145467456
80018600,-35.8280813333194
80019200,-35.8416131365342
80019800,-37.1773516443752
80020400,-36.9231113462646
80021000,-37.3200117819104
80021600,-37.9739699172575
80022200,-39.0081174457522
80022800,-39.6479237194722
80023400,-39.9393873946067
80024000,-39.8607864786426
80024600,-39.874309249763
80025200,-40.5734685057001
80025800,-40.9154885345788
80026400,-41.1652267902313
80027000,-41.5682778343646
80027600,-42.6156922890697
80028200,-42.7787076634846
80028800,-42.8602504569192
80029400,-43.0969324241566
80030000,-42.5803786250374
80030600,-43.8091110327051
80031200,-44.0115399070747
80031800,-44.6539004452565
80032400,-44.4270205469043
80033000,-45.5670913451603
80033600,-46.308078738063
80034200,-45.9111293233828
80034800,-46.3866156230145
80035400,-46.2016221179903
80036000,-47.6157244128184
80036600,-47.6759913823298
80037200,-48.0713242350317
80037800,-48.9714208418127
80038400,-48.7731550554029
80039000,-50.1783312325998
80039600,-49.5538468861329
80040200,-51.5326054927327
80040800,-51.3867294198188
80041400,-51.6635712381741
80042000,-52.1784377530812
80042600,-52.822266166033
80043200,-54.0501826177802
80043800,-54.147931864667
80044400,-55.4776200312448
80045000,-56.1182332930497
80045600,-56.7382740000645
80046200,-57.2867305035214
80046800,-56.9181652922752
80047400,-57.8402880802407
80048000,-57.1468854676488
80048600,-57.1643063004067
80049200,-57.0886556861395
80049800,-57.4200511848386
80050400,-57.3061726309755
80051000,-56.9074731895782
80051600,-57.2880635389638
80052200,-56.5022544961632
80052800,-56.3442512706418
80053400,-56.2235590893862
80054000,-56.0212214943678
80054600,-55.7648097461514
80055200,-55.3133632692175
80055800,-54.7901996212987
80056400,-54.515738094485
80057000,-53.9040787421657
80057600,-53.9188697607148
80058200,-53.4549171555673
80058800,-53.9854212734189
80059400,-53.0612889785514
80060000,-52.7940936950991
80060600,-52.4690152619131
80061200,-52.4506398695847
80061800,-52.3833055352123
80062400,-52.1762405441405
80063000,-52.1332252813978
80063600,-52.4546446951967
80064200,-52.0494295111726
80064800,-52.1584122212759
80065400,-52.001160616553
80066000,-51.9216995164592
80066600,-52.0387251476446
80067200,-51.7276544157796
80067800,-51.827867965509
80068400,-52.082637128546
80069000,-51.8879979739852
80069600,-51.9947620340141
80070200,-51.756035610457
80070800,-52.0494440392098
80071400,-52.2349850508668
80072000,-52.3146112321439
80072600,-52.33914234663
80073200,-52.3979017433852
80073800,-52.1184333326053
80074400,-52.7646700155377
80075000,-52.9384054969094
80075600,-52.9681469998499
80076200,-53.3920172783561
80076800,-52.3414506150836
80077400,-53.9238593038483
80078000,-53.212786963947
80078600,-53.9599068079752
80079200,-53.9544363739963
80079800,-53.9527562636829
80080400,-54.6550428552539
80081000,-55.3690683704233
80081600,-55.1955845339705
80082200,-55.4538789412032
80082800,-56.4579266240945
80083400,-56.2605224635388
80084000,-56.4028209202928
80084600,-56.402034804267
80085200,-57.2914861594312
80085800,-57.1954570546463
80086400,-58.601010624329
80087000,-59.2390386650846
80087600,-58.2438809906554
80088200,-59.3694822958867
80088800,-59.9685585617613
80089400,-60.4427055682604
80090000,-60.3541525572638
80090600,-61.346575431089
80091200,-61.4028783700006
80091800,-62.455971777349
80092400,-62.8355829632571
80093000,-63.1370974206009
80093600,-63.4914636145535
80094200,-63.9812115502028
80094800,-64.4543007216971
80095400,-64.4731008433225
80096000,-64.5433914252972
80096600,-64.0349436159311
80097200,-64.544896958371
80097800,-64.0235960517842
80098400,-63.6041385703501
80099000,-63.9238434579021
80099600,-62.7019944663831
80100200,-63.2600810542689
80100800,-61.884990788717
80101400,-61.8791876972941
80102000,-60.9812778284876
80102600,-61.0991189728223
80103200,-60.7099051496984
80103800,-59.8014607249917
80104400,-59.8885010309404
80105000,-59.8114249792922
80105600,-59.5085617635457
80106200,-59.6816437919067
80106800,-58.5473222439934
80107400,-58.6333639834453
80108000,-58.0307556474751
80108600,-57.9772298533096
80109200,-58.2214446032162
80109800,-57.8309092857925
80110400,-57.4926076043391
80111000,-57.238314680621
80111600,-57.2561727219352
80112200,-57.2098888034152
80112800,-56.450588204608
80113400,-57.3010510013463
80114000,-56.7959328627202
80114600,-56.7065803750334
80115200,-56.9997380867251
80115800,-56.8315313615158
80116400,-56.9719857561606
80117000,-57.3359856369561
80117600,-56.8694779126844
80118200,-56.849860642997
80118800,-57.0283214870316
80119400,-56.4251448068504
80120000,-56.812588670088
80120600,-57.1328710447052
80121200,-56.379722935233
80121800,-57.1808000176619
80122400,-57.5032353564957
80123000,-57.4013267124303
80123600,-57.3898468501402
80124200,-57.9507694292834
80124800,-58.1792957474052
80125400,-58.2775985558905
80126000,-58.174279403001
80126600,-58.1478942917866
80127200,-58.2850874248869
80127800,-58.86489658326
80128400,-58.9155519255277
80129000,-58.9665533262305
80129600,-60.2947551944827
80130200,-60.2051735089572
80130800,-60.9238602406888
80131400,-60.3771988519718
80132000,-61.0523005368933
80132600,-61.3203493928176
80133200,-61.650020587904
80133800,-61.8188007339581
80134400,-62.6760182996721
80135000,-63.4362872592369
80135600,-63.137315453942
80136200,-63.6599152532119
80136800,-63.4509417357059
80137400,-65.07616237511
80138000,-66.1489594483629
80138600,-65.4946433897822
80139200,-66.8649621700642
80139800,-67.3459237410229
80140400,-67.8053677392489
80141000,-68.2392247629561
80141600,-68.3115553786747
80142200,-68.5600112754058
80142800,-69.1107439615896
80143400,-68.4425201212704
80144000,-68.8346871752494
80144600,-68.117723165345
80145200,-67.7833875459327
80145800,-67.585507392977
80146400,-67.6104020558427
80147000,-66.781692302492
80147600,-66.1557212397107
80148200,-65.296360150085
80148800,-65.2677102249994
80149400,-64.3221917551538
80150000,-64.6751773562184
80150600,-64.4600773090741
80151200,-63.6410462964207
80151800,-63.3541755021873
80152400,-63.1673018809662
80153000,-62.8949295651255
80153600,-62.4741530208499
80154200,-62.5716587294942
80154800,-61.9840295502139
80155400,-60.9778441254383
80156000,-61.4553751610888
80156600,-61.5795936410979
80157200,-61.1263271682385
80157800,-60.6951212024463
80158400,-60.7196909851486
80159000,-60.833667509402
80159600,-60.4526527736462
80160200,-60.3878591949911
80160800,-60.925875052168
80161400,-60.1115587365367
80162000,-60.3757659065402
80162600,-60.3944610284406
80163200,-59.5927784006362
80163800,-59.8504764179431
80164400,-59.6011481507581
80165000,-60.1123760834768
80165600,-59.9819758750041
80166200,-59.5802225872713
80166800,-59.9484037496499
80167400,-59.815423104012
80168000,-59.9700357045875
80168600,-60.6370306143108
80169200,-60.3720052163652
80169800,-59.9412928189786
80170400,-60.3083100513211
80171000,-60.3739207660763
80171600,-60.763593676297
80172200,-60.3798844248598
80172800,-60.8712376482688
80173400,-61.0489004738505
80174000,-61.2635076270475
80174600,-61.2492878923922
80175200,-61.4473341795402
80175800,-62.1988322472104
80176400,-62.2749460208397
80177000,-62.3705959178652
80177600,-62.4111037358003
80178200,-63.0930043252605
80178800,-62.9228015306589
80179400,-63.3418658961592
80180000,-64.2569037273726
80180600,-64.398353735971
80181200,-65.1327220506453
80181800,-64.7550646507622
80182400,-65.3259642586799
80183000,-66.3168537792108
80183600,-66.4675460979334
80184200,-67.5814149369272
80184800,-67.4321794910468
80185400,-67.6345624380362
80186000,-68.0757603294039
80186600,-69.5975756976989
80187200,-69.7688519978328
80187800,-69.5462586146906
80188400,-70.554518103734
80189000,-71.3606291761979
80189600,-70.7811439145344
80190200,-71.2293909665003
80190800,-71.0763879300869
80191400,-71.0515114183511
80192000,-70.6509055917546
80192600,-70.736064454528
80193200,-70.6144611438326
80193800,-69.171892504335
80194400,-69.2580352794524
80195000,-69.2839007875848
80195600,-68.1576347987162
80196200,-68.188897605171
80196800,-67.6943633392678
80197400,-67.2582834065111
80198000,-67.0504355010117
80198600,-66.1399820885404
80199200,-66.5693774747948
80199800,-65.3271702406589
80200400,-65.7503384533357
80201000,-64.6772687625641
80201600,-64.9344125626312
80202200,-64.4121731410826
80202800,-64.244238915289
80203400,-64.5503183981463
80204000,-64.2959807113489
80204600,-63.8861929591587
80205200,-63.6043496274572
80205800,-63.7518880929283
80206400,-63.3284488207285
80207000,-63.8792377514836
80207600,-63.5352923111099
80208200,-63.3708256585126
80208800,-62.3114598914803
80209400,-62.8602277093978
80210000,-62.3347643355921
80210600,-62.4968444001268
80211200,-62.0890925251054
80211800,-62.5751893424113
80212400,-61.9811037728878
80213000,-61.9905402562197
80213600,-62.6216794692671
80214200,-62.7358938783849
80214800,-63.0083417759165
80215400,-62.1409605412262
80216000,-62.3661094688992
80216600,-62.3944766384893
80217200,-62.5375117388657
80217800,-62.8579534614658
80218400,-62.9841865096105
80219000,-62.9410672848963
80219600,-63.0691661395616
80220200,-63.5509315018621
80220800,-62.9727473623055
80221400,-63.0562550080326
80222000,-63.8992382063406
80222600,-64.0443656027869
80223200,-64.287893505212
80223800,-64.4583347219978
80224400,-64.4769495000518
80225000,-64.2367010847681
80225600,-65.418897698576
80226200,-66.0230577828971
80226800,-65.6381247198073
80227400,-66.4617089935801
80228000,-66.7042041565152
80228600,-67.4283737611923
80229200,-67.3879605550021
80229800,-68.1214638437755
80230400,-68.1522834371559
80231000,-69.0786736836587
80231600,-68.9131135838852
80232200,-69.572974955348
80232800,-70.2182666794049
80233400,-69.8837060546692
80234000,-71.5298276080795
80234600,-70.8719089613105
80235200,-72.2095145335355
80235800,-71.9714198268016
80236400,-72.9817439741993
80237000,-72.4988749511201
80237600,-72.6955606822445
80238200,-72.7923124813185
80238800,-72.6954603967083
80239400,-73.0727319411178
80240000,-72.6622119189408
80240600,-72.4096244972613
80241200,-72.386149284611
80241800,-70.6172805960477
80242400,-71.9795347529453
80243000,-70.6823171031276
80243600,-70.6691730411736
80244200,-68.9973282056786
80244800,-68.9169001752324
80245400,-68.2788615615922
80246000,-68.6393699862834
80246600,-67.8235441632014
80247200,-68.0392814355094
80247800,-67.6448067459003
80248400,-67.501221890399
80249000,-66.7215661143482
80249600,-66.9411110886979
80250200,-66.6076913167983
80250800,-66.0990747344723
80251400,-65.5127328854196
80252000,-65.4578353076762
80252600,-64.5059719999389
80253200,-65.076835711027
80253800,-64.9401168194637
80254400,-64.8294450097851
80255000,-65.264687945052
80255600,-64.2118444985347
80256200,-64.920214337914
80256800,-64.724496918973
80257400,-64.4154806718059
80258000,-64.1175625068766
80258600,-64.4043325872096
80259200,-64.195983496512
80259800,-64.1340743638592
80260400,-63.9215678237458
80261000,-63.9148673199079
80261600,-64.935413736548
80262200,-64.8087855209537
80262800,-64.1096847212808
80263400,-64.1628737325347
80264000,-64.9015384988422
80264600,-64.9313692343443
80265200,-64.1570781884958
80265800,-64.9348781955311
80266400,-64.4659077108865
80267000,-65.0267281455026
80267600,-64.822362689732
80268200,-65.7770038871579
80268800,-65.345956088586
80269400,-65.6276134370844
80270000,-65.4335494207502
80270600,-66.2342507927034
80271200,-66.0742300233226
80271800,-66.658952343162
80272400,-66.9298852958573
80273000,-66.8653837552159
80273600,-66.7938498588153
80274200,-66.9261530832866
80274800,-68.0065556787392
80275400,-68.2412154283735
80276000,-69.2138290602748
80276600,-68.7473818878329
80277200,-69.5101681525444
80277800,-70.3620671485307
80278400,-70.0073891184203
80279000,-70.9368544210561
80279600,-70.5604007400012
80280200,-72.359294803942
80280800,-72.386324951326
80281400,-73.4370273341599
80282000,-73.2604808880945
80282600,-73.4989131299507
80283200,-74.2870278892425
80283800,-73.9810015774801
80284400,-74.3350830427275
80285000,-75.6854140352204
80285600,-74.53200682358
80286200,-74.8667518114742
80286800,-74.1076279498991
80287400,-74.0638173644507
80288000,-74.4285492377797
80288600,-73.3740684369399
80289200,-73.2437965604466
80289800,-72.747325860343
80290400,-72.5939329842944
80291000,-72.116875025
80291600,-71.8123355902766
80292200,-71.3926632990476
80292800,-69.9528533912531
80293400,-70.3324802659911
80294000,-70.0161172165252
80294600,-68.7303224082207
80295200,-69.0233893455384
80295800,-68.7043516109702
80296400,-68.4974539597067
80297000,-68.2889982091289
80297600,-68.2610672347316
80298200,-67.6200222564059
80298800,-67.405005450799
80299400,-67.2460524752931
80300000,-66.5735858473952
